id,student_id,title,level,date
66,44,学科竞赛一等奖,区级,2026-02-23
67,45,艺术节金奖,校级,2026-06-18
68,46,艺术节金奖,市级,2026-04-16
69,46,艺术节金奖,省级,2025-11-06
70,46,学科竞赛一等奖,市级,2025-12-19
71,47,科技节创新奖,校级,2026-02-21
72,49,学科竞赛一等奖,市级,2026-06-26
73,50,英语演讲比赛三等奖,市级,2025-11-11
74,51,英语演讲比赛三等奖,区级,2026-05-06
75,51,科技节创新奖,市级,2026-04-03
76,53,英语演讲比赛三等奖,市级,2025-12-13
77,54,作文比赛二等奖,校级,2026-01-07
78,56,运动会冠军,市级,2026-01-16
79,56,艺术节金奖,校级,2025-09-26
80,56,作文比赛二等奖,市级,2025-12-27
81,59,英语演讲比赛三等奖,省级,2025-11-30
82,61,英语演讲比赛三等奖,市级,2026-03-09
83,61,科技节创新奖,区级,2025-10-09
84,63,优秀志愿者,市级,2026-05-10
85,64,优秀志愿者,区级,2026-04-10
86,64,作文比赛二等奖,省级,2026-04-25
87,66,作文比赛二等奖,省级,2026-02-27
88,66,英语演讲比赛三等奖,校级,2025-12-05
89,67,作文比赛二等奖,市级,2025-11-21
90,67,优秀志愿者,校级,2026-05-31
91,68,运动会冠军,校级,2025-09-04
92,68,艺术节金奖,省级,2025-12-21
93,68,作文比赛二等奖,省级,2025-12-31
94,69,科技节创新奖,区级,2025-09-25
95,70,运动会冠军,市级,2026-04-08
96,70,优秀志愿者,市级,2025-10-02
97,70,运动会冠军,校级,2026-07-05
98,71,优秀志愿者,市级,2025-09-26
99,71,优秀志愿者,校级,2026-02-28
100,73,优秀志愿者,省级,2026-05-09
101,74,作文比赛二等奖,校级,2026-06-14
102,75,作文比赛二等奖,校级,2025-10-16
103,76,艺术节金奖,市级,2026-04-19
104,77,艺术节金奖,区级,2025-12-03
105,77,英语演讲比赛三等奖,校级,2025-11-04
106,79,优秀志愿者,市级,2026-06-13
107,79,学科竞赛一等奖,区级,2025-12-16
108,79,学科竞赛一等奖,省级,2026-01-06
109,80,学科竞赛一等奖,区级,2026-03-06
110,80,运动会冠军,市级,2025-11-13
111,81,作文比赛二等奖,区级,2025-10-23
112,81,学科竞赛一等奖,市级,2025-12-10
113,82,学科竞赛一等奖,校级,2026-02-23
114,83,艺术节金奖,省级,2026-06-26
115,83,英语演讲比赛三等奖,市级,2026-02-21
116,83,学科竞赛一等奖,省级,2026-02-24
117,84,英语演讲比赛三等奖,校级,2025-11-22
118,86,优秀志愿者,校级,2026-05-12
119,86,英语演讲比赛三等奖,校级,2026-04-29
120,86,英语演讲比赛三等奖,区级,2025-10-21
121,87,艺术节金奖,市级,2025-11-18
122,87,运动会冠军,校级,2026-02-20
123,87,学科竞赛一等奖,市级,2026-06-06
124,88,作文比赛二等奖,省级,2026-05-09
125,88,学科竞赛一等奖,校级,2025-11-03
126,88,优秀志愿者,区级,2025-11-23
127,89,艺术节金奖,省级,2026-01-10
128,92,艺术节金奖,市级,2025-11-14
129,92,学科竞赛一等奖,省级,2026-05-15
130,92,作文比赛二等奖,省级,2026-03-09
131,94,英语演讲比赛三等奖,市级,2026-02-23
132,95,学科竞赛一等奖,市级,2026-04-14
133,95,艺术节金奖,省级,2025-10-06
134,95,优秀志愿者,区级,2026-04-18
135,98,科技节创新奖,市级,2026-04-28
136,98,作文比赛二等奖,校级,2025-12-15
137,98,艺术节金奖,省级,2026-03-21
138,99,运动会冠军,区级,2026-03-03
139,99,英语演讲比赛三等奖,区级,2026-03-03
140,100,作文比赛二等奖,校级,2025-09-06
141,101,学科竞赛一等奖,市级,2025-10-07
142,101,科技节创新奖,市级,2026-01-09
143,101,作文比赛二等奖,市级,2025-09-29
144,102,科技节创新奖,区级,2026-06-10
145,102,运动会冠军,省级,2025-10-08
146,102,作文比赛二等奖,区级,2025-09-09
147,105,英语演讲比赛三等奖,市级,2025-09-02
148,105,科技节创新奖,市级,2025-10-03
149,105,学科竞赛一等奖,省级,2025-11-02
150,106,英语演讲比赛三等奖,省级,2026-04-03
151,107,学科竞赛一等奖,省级,2026-06-21
152,107,科技节创新奖,市级,2025-10-26
153,108,科技节创新奖,市级,2025-09-19
154,108,运动会冠军,市级,2026-03-22
155,108,运动会冠军,校级,2025-09-29
156,109,英语演讲比赛三等奖,市级,2026-05-17
157,109,科技节创新奖,市级,2025-09-04
158,110,科技节创新奖,市级,2025-12-21
159,110,艺术节金奖,区级,2026-06-30
160,111,艺术节金奖,省级,2026-03-02
161,112,英语演讲比赛三等奖,校级,2026-03-06
162,112,英语演讲比赛三等奖,校级,2026-03-02
163,112,优秀志愿者,校级,2026-04-25
164,114,学科竞赛一等奖,区级,2026-01-19
165,114,学科竞赛一等奖,市级,2025-10-19
166,114,运动会冠军,省级,2026-06-06
167,115,运动会冠军,区级,2025-09-30
168,115,艺术节金奖,市级,2026-03-28
169,116,学科竞赛一等奖,省级,2026-05-17
170,116,科技节创新奖,省级,2026-05-09
171,118,优秀志愿者,省级,2026-04-18
172,118,艺术节金奖,校级,2026-05-19
173,119,艺术节金奖,校级,2025-11-21
174,119,作文比赛二等奖,区级,2026-05-02
175,121,英语演讲比赛三等奖,省级,2025-10-20
176,122,学科竞赛一等奖,校级,2026-02-19
177,123,作文比赛二等奖,区级,2026-04-04
178,123,英语演讲比赛三等奖,校级,2025-10-04
179,124,科技节创新奖,校级,2025-09-09
180,124,艺术节金奖,市级,2026-04-11
181,125,学科竞赛一等奖,省级,2026-04-06
182,127,学科竞赛一等奖,校级,2026-06-06
183,127,学科竞赛一等奖,市级,2025-11-24
184,129,学科竞赛一等奖,区级,2025-10-30
185,130,英语演讲比赛三等奖,市级,2026-02-25
186,131,艺术节金奖,省级,2025-09-14
187,131,学科竞赛一等奖,市级,2025-09-23
188,131,英语演讲比赛三等奖,省级,2026-06-21
189,132,英语演讲比赛三等奖,省级,2026-01-07
190,133,作文比赛二等奖,校级,2025-12-13
191,133,英语演讲比赛三等奖,校级,2025-12-06
192,135,优秀志愿者,省级,2025-10-26
193,136,作文比赛二等奖,市级,2025-12-11
194,136,科技节创新奖,省级,2025-11-30
195,137,科技节创新奖,省级,2026-03-06
196,137,作文比赛二等奖,校级,2025-10-11
197,139,英语演讲比赛三等奖,校级,2025-09-18
198,140,学科竞赛一等奖,区级,2026-02-23
199,140,艺术节金奖,校级,2026-06-14
200,140,运动会冠军,省级,2026-05-13
201,141,运动会冠军,校级,2026-05-28
202,141,艺术节金奖,省级,2025-09-21
203,142,科技节创新奖,校级,2026-04-23
204,142,科技节创新奖,省级,2026-05-23
205,142,英语演讲比赛三等奖,省级,2026-04-11
206,143,优秀志愿者,校级,2025-11-15
207,143,优秀志愿者,校级,2025-10-08
208,146,优秀志愿者,市级,2026-05-17
209,147,作文比赛二等奖,市级,2026-06-10
210,147,科技节创新奖,校级,2025-12-09
211,148,英语演讲比赛三等奖,校级,2025-11-17
212,148,学科竞赛一等奖,市级,2025-09-28
213,148,作文比赛二等奖,省级,2026-05-22
214,149,科技节创新奖,省级,2025-11-07
215,149,科技节创新奖,区级,2026-05-09
216,151,优秀志愿者,区级,2025-10-31
217,152,作文比赛二等奖,市级,2026-03-13
218,152,优秀志愿者,区级,2026-04-04
219,152,作文比赛二等奖,省级,2026-04-14
220,155,作文比赛二等奖,校级,2025-09-18
221,155,作文比赛二等奖,省级,2025-10-08
222,156,优秀志愿者,市级,2025-11-29
223,156,艺术节金奖,校级,2025-11-28
224,156,英语演讲比赛三等奖,省级,2026-01-17
225,157,作文比赛二等奖,校级,2025-10-11
226,157,作文比赛二等奖,校级,2026-06-25
227,158,科技节创新奖,省级,2026-01-02
228,160,优秀志愿者,省级,2026-02-23
229,163,作文比赛二等奖,省级,2026-05-05
230,163,艺术节金奖,市级,2025-12-22
231,165,运动会冠军,市级,2025-09-30
232,165,运动会冠军,市级,2026-01-01
233,165,科技节创新奖,省级,2026-01-09
234,166,运动会冠军,校级,2025-10-10
235,166,艺术节金奖,省级,2026-05-17
236,167,作文比赛二等奖,校级,2026-04-29
237,169,学科竞赛一等奖,校级,2025-12-10
238,170,学科竞赛一等奖,校级,2025-09-28
239,171,学科竞赛一等奖,市级,2025-11-16
240,171,艺术节金奖,省级,2026-07-05
241,171,科技节创新奖,校级,2025-12-31
242,172,艺术节金奖,省级,2025-10-01
243,172,学科竞赛一等奖,省级,2025-10-03
244,173,艺术节金奖,校级,2026-03-02
245,174,运动会冠军,区级,2025-10-02
246,174,学科竞赛一等奖,校级,2026-06-27
247,174,学科竞赛一等奖,省级,2026-06-18
248,175,英语演讲比赛三等奖,市级,2026-06-21
249,175,运动会冠军,校级,2025-12-13
250,175,优秀志愿者,市级,2026-04-25
251,176,艺术节金奖,区级,2026-04-25
252,176,学科竞赛一等奖,市级,2026-05-14
253,177,作文比赛二等奖,省级,2026-05-17
254,177,学科竞赛一等奖,区级,2026-05-07
255,177,作文比赛二等奖,省级,2026-05-11
256,178,作文比赛二等奖,校级,2026-06-09
257,178,作文比赛二等奖,市级,2026-05-21
258,178,艺术节金奖,省级,2026-03-11
259,179,学科竞赛一等奖,区级,2025-09-23
260,180,优秀志愿者,市级,2025-12-15
261,180,作文比赛二等奖,市级,2025-12-10
262,180,艺术节金奖,市级,2026-06-30
263,181,学科竞赛一等奖,校级,2026-06-20
264,181,艺术节金奖,省级,2026-05-21
265,181,艺术节金奖,区级,2025-12-21
266,182,作文比赛二等奖,区级,2025-11-17
267,182,优秀志愿者,省级,2026-04-04
268,185,学科竞赛一等奖,区级,2025-11-29
269,185,运动会冠军,区级,2026-04-03
270,186,优秀志愿者,区级,2026-03-18
271,186,艺术节金奖,市级,2025-09-17
272,188,作文比赛二等奖,省级,2026-04-23
273,188,艺术节金奖,市级,2025-11-28
274,189,学科竞赛一等奖,省级,2025-10-14
275,189,科技节创新奖,省级,2025-12-30
276,189,艺术节金奖,区级,2025-11-01
277,192,英语演讲比赛三等奖,区级,2025-09-29
278,192,作文比赛二等奖,省级,2026-05-15
279,192,学科竞赛一等奖,区级,2026-07-04
280,193,作文比赛二等奖,区级,2025-12-01
281,194,优秀志愿者,省级,2026-05-22
282,194,艺术节金奖,市级,2025-10-25
283,195,科技节创新奖,校级,2025-12-25
284,195,英语演讲比赛三等奖,校级,2026-06-29
285,195,科技节创新奖,省级,2026-05-10
286,197,英语演讲比赛三等奖,市级,2026-03-01
287,198,英语演讲比赛三等奖,校级,2026-03-17
288,198,科技节创新奖,区级,2026-04-04
289,198,运动会冠军,市级,2026-04-23
290,199,英语演讲比赛三等奖,市级,2025-11-02
291,200,运动会冠军,市级,2025-12-24
292,200,英语演讲比赛三等奖,市级,2026-01-08
293,200,优秀志愿者,市级,2026-02-21
294,201,运动会冠军,省级,2026-03-25
295,201,学科竞赛一等奖,区级,2026-01-09
296,201,艺术节金奖,校级,2026-06-13
297,202,英语演讲比赛三等奖,市级,2025-09-07
298,202,学科竞赛一等奖,省级,2026-04-22
299,204,学科竞赛一等奖,市级,2025-12-20
300,204,作文比赛二等奖,市级,2026-05-14
301,204,学科竞赛一等奖,省级,2026-03-29
302,205,艺术节金奖,校级,2025-09-09
303,205,学科竞赛一等奖,区级,2026-01-11
304,206,作文比赛二等奖,校级,2026-05-08
305,206,学科竞赛一等奖,市级,2025-10-06
306,207,作文比赛二等奖,区级,2026-04-19
307,207,优秀志愿者,市级,2025-12-31
308,208,优秀志愿者,校级,2026-06-03
309,210,运动会冠军,校级,2026-02-22
310,210,作文比赛二等奖,省级,2026-04-15
311,210,优秀志愿者,区级,2025-10-02
312,211,英语演讲比赛三等奖,省级,2026-01-12
313,211,科技节创新奖,区级,2026-03-04
314,211,运动会冠军,区级,2026-04-21
315,212,科技节创新奖,市级,2025-11-28
316,212,优秀志愿者,校级,2025-09-20
317,212,运动会冠军,校级,2025-12-11
318,213,英语演讲比赛三等奖,市级,2026-07-03
319,215,英语演讲比赛三等奖,校级,2026-06-02
320,215,运动会冠军,区级,2025-09-07
321,216,学科竞赛一等奖,校级,2026-06-03
322,216,艺术节金奖,市级,2026-06-13
323,218,科技节创新奖,省级,2026-06-28
324,218,英语演讲比赛三等奖,区级,2026-04-23
325,218,优秀志愿者,区级,2026-05-13
326,219,优秀志愿者,省级,2026-07-02
327,220,优秀志愿者,校级,2026-05-31
328,220,作文比赛二等奖,校级,2025-10-03
329,221,运动会冠军,市级,2026-04-27
330,221,艺术节金奖,省级,2025-09-18
331,221,优秀志愿者,省级,2026-05-13
332,222,作文比赛二等奖,区级,2026-04-24
333,223,英语演讲比赛三等奖,区级,2026-03-19
334,224,艺术节金奖,省级,2026-04-17
335,226,作文比赛二等奖,省级,2026-05-14
336,227,科技节创新奖,区级,2026-06-18
337,227,艺术节金奖,校级,2025-12-07
338,227,运动会冠军,区级,2025-11-07
339,228,运动会冠军,省级,2026-01-02
340,230,科技节创新奖,校级,2026-01-07
341,230,作文比赛二等奖,区级,2025-12-27
342,230,作文比赛二等奖,市级,2026-03-18
343,231,学科竞赛一等奖,市级,2026-06-28
344,231,科技节创新奖,省级,2025-10-16
345,231,英语演讲比赛三等奖,区级,2025-12-06
346,234,作文比赛二等奖,校级,2026-04-26
347,234,优秀志愿者,区级,2026-02-16
348,235,艺术节金奖,省级,2025-09-15
349,235,科技节创新奖,校级,2026-04-11
350,235,运动会冠军,省级,2026-03-13
351,236,作文比赛二等奖,校级,2026-01-09
352,237,学科竞赛一等奖,区级,2026-03-06
353,237,科技节创新奖,省级,2026-06-06
354,237,学科竞赛一等奖,区级,2026-03-16
355,238,作文比赛二等奖,市级,2025-10-06
356,241,优秀志愿者,校级,2025-10-12
357,241,英语演讲比赛三等奖,市级,2026-05-09
358,241,作文比赛二等奖,市级,2025-09-17
359,242,学科竞赛一等奖,校级,2026-04-21
360,242,科技节创新奖,区级,2026-02-17
361,242,学科竞赛一等奖,市级,2026-07-06
362,245,运动会冠军,校级,2026-04-14
363,245,科技节创新奖,校级,2026-04-16
364,246,学科竞赛一等奖,校级,2025-10-22
365,246,作文比赛二等奖,区级,2026-06-14
366,247,运动会冠军,校级,2025-10-18
367,247,作文比赛二等奖,校级,2025-10-29
368,248,运动会冠军,区级,2026-03-18
369,248,学科竞赛一等奖,省级,2026-07-06
370,248,优秀志愿者,校级,2026-05-05
371,249,艺术节金奖,区级,2026-03-21
372,249,英语演讲比赛三等奖,区级,2025-11-28
373,251,作文比赛二等奖,区级,2026-02-28
374,251,英语演讲比赛三等奖,省级,2025-11-17
375,252,运动会冠军,区级,2026-06-30
376,252,优秀志愿者,市级,2026-03-09
377,253,运动会冠军,校级,2025-10-29
378,253,艺术节金奖,省级,2025-11-29
379,254,优秀志愿者,市级,2026-01-05
380,254,优秀志愿者,省级,2025-12-27
381,254,优秀志愿者,区级,2026-04-14
382,255,艺术节金奖,市级,2025-11-17
383,255,学科竞赛一等奖,区级,2026-04-04
384,255,科技节创新奖,区级,2025-10-23
385,258,英语演讲比赛三等奖,市级,2025-10-01
386,258,艺术节金奖,校级,2026-07-01
387,259,学科竞赛一等奖,区级,2025-11-02
388,260,优秀志愿者,区级,2025-11-13
389,260,艺术节金奖,区级,2025-11-22
390,260,运动会冠军,校级,2026-04-07
391,262,运动会冠军,区级,2025-12-28
392,262,英语演讲比赛三等奖,校级,2026-03-14
393,263,运动会冠军,市级,2025-09-19
394,265,优秀志愿者,省级,2025-10-29
395,265,学科竞赛一等奖,校级,2026-03-21
396,267,作文比赛二等奖,校级,2025-11-10
397,267,艺术节金奖,区级,2025-11-17
398,267,作文比赛二等奖,校级,2025-09-29
399,268,科技节创新奖,校级,2025-11-04
400,268,学科竞赛一等奖,省级,2026-02-21
401,268,艺术节金奖,校级,2026-05-01
402,269,运动会冠军,市级,2025-12-04
403,269,英语演讲比赛三等奖,校级,2026-06-30
404,271,学科竞赛一等奖,市级,2026-04-13
405,272,英语演讲比赛三等奖,校级,2025-10-27
406,273,艺术节金奖,区级,2025-10-05
407,273,科技节创新奖,省级,2025-10-24
408,274,英语演讲比赛三等奖,区级,2026-06-18
409,275,英语演讲比赛三等奖,省级,2025-11-09
410,275,优秀志愿者,校级,2025-10-30
411,275,作文比赛二等奖,省级,2026-05-08
412,276,优秀志愿者,省级,2025-09-02
413,276,学科竞赛一等奖,区级,2025-11-04
414,276,优秀志愿者,校级,2026-04-30
415,278,学科竞赛一等奖,省级,2026-04-30
416,279,运动会冠军,市级,2026-06-12
417,279,作文比赛二等奖,省级,2026-01-04
418,280,作文比赛二等奖,校级,2026-04-13
419,280,艺术节金奖,省级,2025-10-23
420,280,运动会冠军,市级,2026-05-12
421,281,优秀志愿者,区级,2025-11-06
422,281,学科竞赛一等奖,市级,2025-09-08
423,283,学科竞赛一等奖,区级,2025-11-05
424,285,作文比赛二等奖,市级,2026-01-08
425,286,科技节创新奖,市级,2026-04-26
426,287,学科竞赛一等奖,校级,2026-04-08
427,287,优秀志愿者,市级,2026-06-05
428,287,英语演讲比赛三等奖,市级,2025-11-13
429,289,科技节创新奖,省级,2026-05-04
430,289,科技节创新奖,省级,2026-03-05
431,289,艺术节金奖,区级,2026-01-03
432,290,作文比赛二等奖,区级,2025-09-04
433,291,科技节创新奖,市级,2026-01-16
434,291,英语演讲比赛三等奖,校级,2026-05-10
435,292,英语演讲比赛三等奖,区级,2026-03-31
436,292,艺术节金奖,省级,2025-10-21
437,292,学科竞赛一等奖,校级,2026-04-25
438,296,优秀志愿者,省级,2026-07-01
439,296,作文比赛二等奖,省级,2026-02-28
440,297,科技节创新奖,区级,2026-05-04
441,297,英语演讲比赛三等奖,省级,2025-09-30
442,298,运动会冠军,省级,2026-01-07
443,298,英语演讲比赛三等奖,市级,2026-04-16
444,298,作文比赛二等奖,市级,2026-06-06
445,299,英语演讲比赛三等奖,区级,2025-10-03
446,299,作文比赛二等奖,省级,2025-11-20
447,299,艺术节金奖,省级,2025-12-02
448,300,运动会冠军,市级,2025-11-20
449,300,学科竞赛一等奖,校级,2025-09-07
450,301,运动会冠军,市级,2026-05-05
451,301,科技节创新奖,市级,2025-10-16
452,302,艺术节金奖,市级,2026-01-01
453,302,作文比赛二等奖,校级,2025-09-15
454,302,英语演讲比赛三等奖,省级,2025-10-14
455,304,运动会冠军,区级,2026-03-05
456,304,科技节创新奖,校级,2025-10-05
457,304,艺术节金奖,市级,2025-12-04
458,305,作文比赛二等奖,区级,2025-10-11
459,305,艺术节金奖,区级,2025-11-02
460,305,学科竞赛一等奖,省级,2026-02-25
461,306,运动会冠军,区级,2026-03-24
462,306,优秀志愿者,校级,2025-09-16
463,307,作文比赛二等奖,市级,2026-03-26
464,308,学科竞赛一等奖,市级,2025-12-17
465,309,作文比赛二等奖,省级,2026-06-19
466,309,作文比赛二等奖,校级,2026-06-18
467,310,优秀志愿者,市级,2025-11-14
468,311,科技节创新奖,省级,2026-03-08
469,311,作文比赛二等奖,校级,2026-04-16
470,311,作文比赛二等奖,省级,2025-10-02
471,314,科技节创新奖,校级,2026-01-03
472,315,优秀志愿者,市级,2025-12-21
473,316,科技节创新奖,校级,2026-04-18
474,316,英语演讲比赛三等奖,省级,2025-12-02
475,316,学科竞赛一等奖,市级,2026-05-22
476,318,运动会冠军,市级,2026-01-09
477,319,优秀志愿者,市级,2025-09-23
478,319,学科竞赛一等奖,省级,2025-12-03
479,320,运动会冠军,校级,2026-01-09
480,320,科技节创新奖,市级,2026-01-19
481,320,学科竞赛一等奖,区级,2025-10-28
482,321,科技节创新奖,市级,2026-04-13
483,322,优秀志愿者,省级,2026-04-07
484,322,英语演讲比赛三等奖,市级,2025-09-03
485,323,艺术节金奖,省级,2025-09-01
486,323,学科竞赛一等奖,区级,2026-03-23
487,323,优秀志愿者,省级,2025-12-02
488,324,英语演讲比赛三等奖,校级,2026-06-14
489,325,运动会冠军,校级,2025-09-11
490,325,艺术节金奖,区级,2025-09-22
491,325,作文比赛二等奖,区级,2025-10-28
492,326,科技节创新奖,市级,2025-11-03
493,327,艺术节金奖,市级,2026-01-05
494,328,艺术节金奖,市级,2025-12-20
495,328,英语演讲比赛三等奖,区级,2026-02-25
496,329,学科竞赛一等奖,区级,2026-05-06
497,329,作文比赛二等奖,区级,2025-12-11
498,329,优秀志愿者,省级,2026-05-07
499,330,优秀志愿者,省级,2025-10-29
500,331,英语演讲比赛三等奖,市级,2026-07-03
501,332,优秀志愿者,省级,2026-02-28
502,334,学科竞赛一等奖,市级,2025-09-21
503,334,艺术节金奖,校级,2025-11-30
504,334,艺术节金奖,校级,2026-03-05
505,336,艺术节金奖,市级,2026-04-08
506,336,英语演讲比赛三等奖,市级,2026-03-04
507,336,学科竞赛一等奖,区级,2025-10-10
508,337,科技节创新奖,区级,2026-04-17
509,338,艺术节金奖,校级,2026-02-18
510,338,艺术节金奖,校级,2026-03-31
511,340,运动会冠军,校级,2026-06-30
512,340,艺术节金奖,省级,2026-06-10
513,340,科技节创新奖,省级,2025-10-18
514,341,优秀志愿者,省级,2026-03-31
515,341,优秀志愿者,省级,2026-01-14
516,341,作文比赛二等奖,省级,2025-09-27
517,342,学科竞赛一等奖,市级,2025-09-14
518,342,运动会冠军,市级,2026-06-10
519,342,优秀志愿者,市级,2025-11-13
520,343,英语演讲比赛三等奖,校级,2025-10-16
521,343,科技节创新奖,市级,2025-10-10
522,345,英语演讲比赛三等奖,校级,2026-05-28
523,346,作文比赛二等奖,省级,2025-12-22
524,346,作文比赛二等奖,省级,2025-09-29
525,346,运动会冠军,校级,2025-12-10
526,347,作文比赛二等奖,校级,2025-12-12
527,348,学科竞赛一等奖,区级,2026-02-28
528,348,科技节创新奖,校级,2026-03-03
529,348,学科竞赛一等奖,省级,2025-11-19
530,349,学科竞赛一等奖,区级,2026-01-03
531,349,运动会冠军,区级,2026-06-18
532,349,学科竞赛一等奖,市级,2026-05-03
533,350,英语演讲比赛三等奖,区级,2025-11-09
534,350,英语演讲比赛三等奖,省级,2026-01-18
535,350,运动会冠军,省级,2026-05-03
536,352,英语演讲比赛三等奖,区级,2025-09-20
537,355,科技节创新奖,区级,2026-05-09
538,355,运动会冠军,校级,2026-01-08
539,356,英语演讲比赛三等奖,区级,2026-01-19
540,356,英语演讲比赛三等奖,省级,2026-03-04
541,358,学科竞赛一等奖,市级,2026-04-27
542,360,学科竞赛一等奖,省级,2026-04-24
543,360,英语演讲比赛三等奖,区级,2026-04-19
544,361,运动会冠军,市级,2026-06-26
545,362,作文比赛二等奖,区级,2025-10-21
546,365,优秀志愿者,校级,2026-03-19
547,366,科技节创新奖,区级,2025-12-09
548,369,艺术节金奖,校级,2026-01-11
549,370,优秀志愿者,省级,2026-02-18
550,372,英语演讲比赛三等奖,市级,2026-01-19
551,372,运动会冠军,市级,2026-06-15
552,373,优秀志愿者,市级,2026-05-16
553,375,作文比赛二等奖,市级,2026-04-06
554,375,英语演讲比赛三等奖,市级,2026-04-07
555,377,艺术节金奖,校级,2026-04-12
556,377,科技节创新奖,省级,2026-05-09
557,382,艺术节金奖,市级,2026-05-28
558,382,英语演讲比赛三等奖,校级,2026-06-18
559,386,学科竞赛一等奖,市级,2026-06-23
560,387,科技节创新奖,校级,2025-11-25
561,390,英语演讲比赛三等奖,市级,2026-03-27
562,392,艺术节金奖,校级,2025-09-22
563,392,优秀志愿者,校级,2025-10-02
564,393,艺术节金奖,市级,2025-11-17
565,393,学科竞赛一等奖,省级,2026-07-04
566,394,学科竞赛一等奖,校级,2026-01-14
567,395,科技节创新奖,校级,2026-05-11
568,397,运动会冠军,省级,2026-05-01
569,397,优秀志愿者,市级,2026-05-07
570,398,科技节创新奖,校级,2026-02-28
571,401,作文比赛二等奖,省级,2025-09-06
572,402,作文比赛二等奖,省级,2026-02-28
573,404,英语演讲比赛三等奖,省级,2025-10-19
574,405,作文比赛二等奖,市级,2025-12-12
575,405,作文比赛二等奖,区级,2026-05-12
576,408,科技节创新奖,区级,2026-06-15
577,410,优秀志愿者,省级,2025-11-23
578,411,学科竞赛一等奖,区级,2025-12-30
579,414,科技节创新奖,校级,2026-04-11
580,414,作文比赛二等奖,省级,2025-10-18
581,416,运动会冠军,市级,2026-02-17
582,418,科技节创新奖,校级,2026-06-17
583,420,科技节创新奖,省级,2025-11-22
584,420,英语演讲比赛三等奖,省级,2025-11-11
585,421,艺术节金奖,区级,2026-06-18
586,422,运动会冠军,省级,2026-05-19
587,423,科技节创新奖,省级,2025-11-20
588,423,艺术节金奖,省级,2026-01-06
589,424,优秀志愿者,省级,2025-12-18
590,426,优秀志愿者,校级,2025-09-05
591,426,艺术节金奖,区级,2026-05-20
592,427,学科竞赛一等奖,省级,2025-09-01
593,428,英语演讲比赛三等奖,市级,2026-04-24
594,428,学科竞赛一等奖,省级,2026-02-20
595,430,科技节创新奖,区级,2026-06-18
596,430,优秀志愿者,校级,2025-10-07
597,431,优秀志愿者,市级,2026-03-03
