id,student_id,type,hours,date,semester
94,7,体育,1.5,2026-05-28,初一下
95,7,体育,1.2,2025-10-06,初一上
96,7,社团,0.9,2025-10-26,初一上
97,7,阅读,2.7,2026-03-03,初一下
98,8,社团,1.3,2025-12-17,初一上
99,8,阅读,1.9,2025-11-03,初一上
100,8,体育,1.1,2025-10-26,初一上
101,8,实践,1.3,2026-04-12,初一下
102,8,实践,0.9,2025-12-13,初一上
103,8,阅读,1.4,2026-07-02,初一下
104,8,实践,2.1,2026-05-02,初一下
105,8,体育,1.3,2026-07-04,初一下
106,9,阅读,1.4,2026-05-18,初一下
107,9,阅读,1.3,2026-03-16,初一下
108,9,阅读,1.7,2025-09-30,初一上
109,9,体育,1.2,2026-02-22,初一下
110,9,体育,0.6,2025-11-19,初一上
111,9,阅读,2.7,2025-10-31,初一上
112,9,实践,1.0,2026-06-22,初一下
113,9,社团,1.9,2026-01-19,初一上
114,9,体育,3.3,2026-04-07,初一下
115,9,实践,2.4,2026-04-06,初一下
116,9,体育,1.1,2025-11-01,初一上
117,9,社团,1.6,2025-09-09,初一上
118,9,阅读,1.4,2026-04-17,初一下
119,9,阅读,0.7,2026-04-22,初一下
120,9,阅读,1.1,2026-05-20,初一下
121,9,体育,1.3,2026-06-01,初一下
122,10,实践,0.7,2026-05-29,初一下
123,10,体育,0.8,2025-10-02,初一上
124,10,社团,1.6,2026-05-18,初一下
125,10,社团,4.0,2026-02-17,初一下
126,10,阅读,2.2,2025-09-29,初一上
127,10,体育,2.0,2026-04-21,初一下
128,10,体育,1.2,2025-12-04,初一上
129,10,实践,1.4,2026-04-02,初一下
130,10,体育,0.8,2025-11-19,初一上
131,10,社团,5.9,2025-12-07,初一上
132,10,体育,2.6,2025-09-19,初一上
133,10,体育,0.6,2026-07-03,初一下
134,10,实践,0.8,2026-03-18,初一下
135,10,阅读,1.9,2025-11-18,初一上
136,11,实践,5.8,2026-06-24,初一下
137,11,实践,1.6,2025-12-07,初一上
138,11,实践,4.0,2026-04-16,初一下
139,11,体育,1.2,2026-06-11,初一下
140,11,社团,1.0,2025-11-08,初一上
141,11,体育,5.1,2025-10-21,初一上
142,11,阅读,0.8,2026-04-26,初一下
143,11,体育,2.5,2026-04-28,初一下
144,11,体育,1.3,2026-05-17,初一下
145,11,体育,0.8,2026-06-04,初一下
146,11,阅读,1.2,2025-09-03,初一上
147,11,社团,6.1,2025-09-02,初一上
148,11,社团,0.9,2025-09-24,初一上
149,11,体育,6.6,2026-03-23,初一下
150,12,社团,3.6,2026-04-10,初一下
151,12,体育,1.5,2026-07-01,初一下
152,12,体育,1.9,2026-01-15,初一上
153,12,社团,0.7,2026-03-02,初一下
154,12,实践,3.5,2026-06-11,初一下
155,12,社团,0.9,2025-10-20,初一上
156,12,体育,1.4,2026-02-23,初一下
157,12,体育,4.2,2025-12-14,初一上
158,12,体育,0.7,2026-02-24,初一下
159,12,实践,5.3,2025-09-18,初一上
160,13,社团,1.5,2026-06-14,初一下
161,13,阅读,1.8,2025-09-04,初一上
162,13,体育,4.1,2026-04-01,初一下
163,13,实践,0.6,2026-05-11,初一下
164,13,实践,2.0,2026-03-19,初一下
165,13,体育,1.4,2026-04-03,初一下
166,13,体育,0.7,2026-04-22,初一下
167,13,社团,1.5,2026-05-26,初一下
168,13,体育,0.7,2026-05-11,初一下
169,13,体育,1.4,2026-03-23,初一下
170,13,实践,0.5,2025-12-31,初一上
171,14,实践,3.6,2026-05-05,初一下
172,14,体育,1.7,2026-04-29,初一下
173,14,体育,5.2,2026-04-04,初一下
174,14,社团,1.3,2025-11-20,初一上
175,14,实践,4.4,2025-12-14,初一上
176,14,体育,1.7,2025-10-29,初一上
177,14,实践,0.5,2025-12-18,初一上
178,14,阅读,1.7,2026-06-27,初一下
179,14,实践,1.2,2026-03-11,初一下
180,14,实践,4.2,2025-09-14,初一上
181,14,实践,3.7,2025-12-23,初一上
182,14,阅读,2.0,2025-12-29,初一上
183,14,社团,1.3,2025-10-03,初一上
184,15,阅读,4.0,2025-11-20,初一上
185,15,体育,0.7,2026-03-26,初一下
186,15,阅读,0.6,2025-10-25,初一上
187,15,社团,1.8,2026-03-31,初一下
188,15,实践,1.6,2026-05-18,初一下
189,15,阅读,4.0,2026-06-21,初一下
190,15,体育,0.9,2025-10-24,初一上
191,15,实践,0.6,2025-10-06,初一上
192,15,实践,2.2,2026-05-10,初一下
193,15,实践,0.6,2026-04-27,初一下
194,15,实践,1.3,2026-06-16,初一下
195,15,体育,2.6,2025-09-22,初一上
196,15,体育,4.0,2026-06-28,初一下
197,15,阅读,2.0,2025-09-17,初一上
198,15,实践,0.6,2026-02-25,初一下
199,15,体育,1.0,2026-03-06,初一下
200,15,阅读,0.6,2026-01-03,初一上
201,15,阅读,0.5,2025-09-30,初一上
202,16,体育,9.4,2026-06-21,初一下
203,16,体育,0.7,2026-01-11,初一上
204,16,社团,2.1,2026-04-04,初一下
205,16,体育,1.0,2026-01-06,初一上
206,16,阅读,2.3,2026-05-01,初一下
207,16,体育,0.8,2026-06-13,初一下
208,16,体育,1.0,2025-09-15,初一上
209,16,阅读,4.0,2026-03-18,初一下
210,16,社团,2.9,2025-11-27,初一上
211,16,体育,2.1,2025-10-15,初一上
212,16,阅读,1.4,2026-03-12,初一下
213,16,社团,2.0,2025-09-23,初一上
214,16,体育,1.8,2026-01-19,初一上
215,16,阅读,0.8,2025-10-13,初一上
216,17,社团,6.1,2026-03-04,初一下
217,17,实践,1.0,2026-05-05,初一下
218,17,体育,0.6,2026-07-01,初一下
219,17,社团,1.1,2025-09-28,初一上
220,17,社团,1.7,2025-09-04,初一上
221,17,阅读,0.6,2025-12-30,初一上
222,17,体育,1.8,2025-09-06,初一上
223,17,社团,1.0,2026-02-27,初一下
224,17,实践,0.6,2026-01-03,初一上
225,17,实践,1.5,2026-01-14,初一上
226,17,社团,2.1,2026-06-07,初一下
227,17,体育,2.1,2025-10-13,初一上
228,17,阅读,1.0,2026-01-06,初一上
229,17,实践,1.1,2026-01-10,初一上
230,18,体育,3.3,2025-12-31,初一上
231,18,体育,0.7,2026-04-25,初一下
232,18,体育,3.0,2026-05-28,初一下
233,18,阅读,0.7,2026-06-09,初一下
234,18,社团,0.9,2025-12-19,初一上
235,18,阅读,1.0,2026-05-28,初一下
236,18,社团,2.3,2026-04-27,初一下
237,18,实践,2.0,2026-01-09,初一上
238,18,实践,1.0,2026-01-07,初一上
239,18,体育,1.1,2025-12-24,初一上
240,18,社团,0.6,2026-06-23,初一下
241,19,阅读,1.7,2026-05-15,初一下
242,19,体育,1.2,2025-12-05,初一上
243,19,实践,2.2,2026-04-14,初一下
244,19,体育,6.1,2025-09-03,初一上
245,19,体育,5.1,2025-12-28,初一上
246,19,实践,0.8,2026-02-26,初一下
247,19,实践,1.5,2026-04-15,初一下
248,19,体育,1.2,2026-03-10,初一下
249,19,社团,0.6,2026-06-27,初一下
250,19,体育,1.4,2026-03-25,初一下
251,19,阅读,1.2,2025-11-09,初一上
252,19,实践,0.6,2026-05-29,初一下
253,19,体育,1.2,2026-05-21,初一下
254,19,体育,0.5,2025-10-03,初一上
255,19,阅读,2.1,2026-04-08,初一下
256,20,实践,4.9,2025-10-09,初一上
257,20,阅读,0.9,2026-05-29,初一下
258,20,实践,1.6,2026-01-12,初一上
259,20,体育,1.9,2025-12-29,初一上
260,20,实践,0.9,2025-10-27,初一上
261,20,实践,1.0,2026-04-02,初一下
262,20,实践,1.0,2025-11-26,初一上
263,20,社团,2.2,2025-09-27,初一上
264,20,实践,2.4,2025-10-30,初一上
265,20,社团,1.9,2025-12-30,初一上
266,20,实践,2.3,2025-09-02,初一上
267,20,体育,7.8,2026-03-24,初一下
268,20,社团,2.7,2025-11-04,初一上
269,20,体育,2.4,2025-10-23,初一上
270,20,实践,3.3,2026-02-18,初一下
271,21,体育,2.8,2026-06-20,初一下
272,21,体育,2.0,2025-11-08,初一上
273,21,实践,1.3,2026-04-13,初一下
274,21,阅读,1.3,2026-03-13,初一下
275,21,阅读,2.0,2026-03-17,初一下
276,21,社团,3.9,2026-06-03,初一下
277,21,实践,1.8,2026-07-04,初一下
278,21,体育,2.3,2025-12-08,初一上
279,21,体育,1.8,2026-05-21,初一下
280,21,社团,2.3,2026-05-05,初一下
281,21,实践,3.4,2026-03-24,初一下
282,21,体育,6.5,2025-12-04,初一上
283,22,阅读,1.9,2025-11-07,初一上
284,22,社团,2.3,2026-01-13,初一上
285,22,体育,2.7,2025-09-10,初一上
286,22,阅读,2.5,2025-12-26,初一上
287,22,体育,5.0,2026-06-28,初一下
288,22,体育,2.8,2025-10-25,初一上
289,22,体育,0.7,2025-12-05,初一上
290,22,阅读,0.5,2025-10-31,初一上
291,22,阅读,1.3,2025-09-25,初一上
292,22,社团,3.8,2026-06-03,初一下
293,22,阅读,0.5,2026-05-19,初一下
294,22,实践,0.9,2025-09-08,初一上
295,22,阅读,4.9,2025-11-24,初一上
296,22,社团,1.4,2025-12-11,初一上
297,22,社团,1.0,2026-06-07,初一下
298,23,社团,2.2,2026-04-04,初一下
299,23,阅读,4.1,2026-03-25,初一下
300,23,实践,2.3,2026-05-24,初一下
301,23,社团,3.0,2025-10-10,初一上
302,23,社团,0.6,2025-11-23,初一上
303,23,实践,3.7,2026-05-29,初一下
304,23,社团,1.4,2025-12-23,初一上
305,23,社团,2.2,2026-04-09,初一下
306,23,实践,1.2,2026-04-15,初一下
307,23,实践,1.5,2026-05-13,初一下
308,23,阅读,2.3,2026-02-17,初一下
309,23,社团,0.7,2025-11-29,初一上
310,23,体育,1.2,2026-04-30,初一下
311,23,阅读,4.5,2026-05-19,初一下
312,23,社团,4.2,2026-05-21,初一下
313,23,阅读,0.7,2025-09-20,初一上
314,23,实践,2.1,2026-03-02,初一下
315,23,体育,1.4,2026-04-12,初一下
316,24,体育,1.1,2026-04-13,初一下
317,24,阅读,1.4,2025-11-29,初一上
318,24,体育,3.2,2026-06-14,初一下
319,24,阅读,0.6,2025-10-18,初一上
320,24,阅读,1.8,2025-10-23,初一上
321,24,实践,1.2,2026-06-25,初一下
322,24,实践,2.6,2026-04-25,初一下
323,24,社团,3.1,2025-09-17,初一上
324,25,阅读,1.2,2026-06-10,初一下
325,25,体育,1.4,2025-12-30,初一上
326,25,体育,1.3,2026-05-19,初一下
327,25,体育,1.4,2026-03-11,初一下
328,25,阅读,3.2,2026-06-06,初一下
329,25,体育,1.5,2025-09-06,初一上
330,25,社团,0.6,2026-01-05,初一上
331,25,社团,3.3,2025-12-16,初一上
332,25,实践,1.6,2026-05-20,初一下
333,25,体育,0.7,2025-09-04,初一上
334,25,社团,1.0,2026-05-16,初一下
335,25,实践,1.9,2026-04-20,初一下
336,25,阅读,2.2,2026-06-03,初一下
337,25,社团,4.3,2026-05-03,初一下
338,26,实践,2.6,2025-11-24,初一上
339,26,实践,1.3,2026-06-07,初一下
340,26,阅读,2.7,2026-03-10,初一下
341,26,实践,2.6,2025-12-23,初一上
342,26,社团,3.3,2026-06-11,初一下
343,26,实践,1.4,2026-03-11,初一下
344,26,实践,1.4,2025-12-23,初一上
345,26,阅读,1.1,2026-04-19,初一下
346,26,实践,0.7,2026-05-17,初一下
347,26,实践,0.9,2025-12-13,初一上
348,26,体育,2.8,2026-04-11,初一下
349,26,社团,1.0,2025-12-11,初一上
350,27,阅读,1.4,2025-11-07,初一上
351,27,体育,0.6,2025-11-16,初一上
352,27,体育,1.5,2025-12-01,初一上
353,27,社团,1.8,2026-07-01,初一下
354,27,阅读,0.7,2026-05-11,初一下
355,27,阅读,1.0,2025-09-29,初一上
356,27,阅读,0.7,2025-09-27,初一上
357,27,体育,0.8,2026-05-26,初一下
358,27,实践,6.3,2025-10-31,初一上
359,27,实践,2.2,2026-03-04,初一下
360,28,社团,1.6,2025-10-25,初一上
361,28,体育,2.3,2026-05-30,初一下
362,28,体育,2.0,2026-06-08,初一下
363,28,体育,1.5,2026-06-13,初一下
364,28,阅读,1.0,2026-03-19,初一下
365,28,社团,1.3,2025-12-19,初一上
366,28,体育,1.0,2025-10-18,初一上
367,28,体育,1.4,2025-09-30,初一上
368,29,体育,1.4,2025-09-11,初一上
369,29,实践,6.4,2026-03-19,初一下
370,29,阅读,0.7,2026-06-29,初一下
371,29,实践,2.7,2025-10-26,初一上
372,29,社团,2.7,2025-12-05,初一上
373,29,体育,1.6,2026-01-18,初一上
374,29,社团,2.7,2026-05-29,初一下
375,29,实践,2.4,2025-09-26,初一上
376,29,阅读,2.5,2026-01-10,初一上
377,29,阅读,1.9,2026-05-07,初一下
378,29,阅读,0.8,2025-09-07,初一上
379,29,阅读,5.5,2025-11-26,初一上
380,29,实践,2.1,2026-04-06,初一下
381,30,体育,5.9,2025-10-19,初一上
382,30,实践,0.6,2026-05-22,初一下
383,30,实践,1.5,2025-12-01,初一上
384,30,体育,2.9,2026-03-18,初一下
385,30,实践,1.4,2025-10-27,初一上
386,30,实践,1.5,2026-07-02,初一下
387,30,实践,0.6,2026-03-08,初一下
388,30,体育,1.5,2026-06-22,初一下
389,30,社团,3.9,2026-01-02,初一上
390,30,实践,5.1,2026-01-16,初一上
391,30,阅读,1.2,2025-11-19,初一上
392,30,社团,1.0,2025-10-23,初一上
393,30,实践,2.0,2025-12-03,初一上
394,30,实践,3.7,2026-01-04,初一上
395,30,阅读,7.5,2025-12-18,初一上
396,30,阅读,1.8,2025-10-10,初一上
397,31,体育,3.8,2026-06-22,初一下
398,31,实践,1.8,2026-06-29,初一下
399,31,体育,0.9,2026-05-25,初一下
400,31,体育,1.5,2025-12-24,初一上
401,31,阅读,3.7,2026-07-04,初一下
402,31,体育,2.8,2025-12-09,初一上
403,31,体育,3.5,2026-03-15,初一下
404,31,阅读,2.1,2025-10-17,初一上
405,31,实践,2.6,2026-03-21,初一下
406,31,实践,0.8,2025-10-29,初一上
407,31,体育,1.4,2025-12-09,初一上
408,31,阅读,2.5,2026-03-06,初一下
409,31,实践,0.9,2026-05-08,初一下
410,31,实践,4.3,2026-03-11,初一下
411,31,社团,0.5,2025-09-29,初一上
412,31,阅读,0.9,2025-12-20,初一上
413,31,实践,2.2,2025-09-17,初一上
414,32,体育,1.1,2025-09-16,初一上
415,32,体育,0.7,2026-03-26,初一下
416,32,阅读,0.7,2025-09-30,初一上
417,32,实践,0.6,2026-05-14,初一下
418,32,阅读,1.3,2026-06-25,初一下
419,32,实践,2.7,2025-09-06,初一上
420,32,实践,2.1,2026-03-15,初一下
421,32,阅读,1.2,2026-07-06,初一下
422,32,阅读,0.6,2025-11-13,初一上
423,32,体育,1.0,2026-02-23,初一下
424,32,体育,0.8,2026-03-29,初一下
425,32,体育,1.0,2025-09-17,初一上
426,32,阅读,0.9,2025-09-13,初一上
427,32,阅读,4.0,2025-12-18,初一上
428,32,实践,1.0,2026-01-11,初一上
429,32,阅读,0.9,2025-12-13,初一上
430,33,实践,2.5,2025-11-05,初一上
431,33,实践,2.4,2025-10-31,初一上
432,33,实践,1.7,2026-06-04,初一下
433,33,实践,0.5,2026-04-24,初一下
434,33,体育,1.4,2026-05-17,初一下
435,33,阅读,5.9,2025-12-13,初一上
436,33,实践,1.6,2025-11-25,初一上
437,33,实践,0.5,2025-12-15,初一上
438,33,实践,1.1,2025-12-26,初一上
439,33,阅读,3.1,2026-05-14,初一下
440,33,阅读,2.9,2026-06-06,初一下
441,33,社团,1.4,2026-01-18,初一上
442,34,阅读,3.0,2026-04-02,初一下
443,34,体育,2.0,2026-04-05,初一下
444,34,体育,3.9,2026-06-12,初一下
445,34,阅读,1.7,2026-05-26,初一下
446,34,体育,5.5,2025-11-28,初一上
447,34,体育,5.6,2025-09-12,初一上
448,34,阅读,1.6,2025-12-10,初一上
449,34,阅读,1.9,2026-06-22,初一下
450,34,体育,1.1,2026-01-13,初一上
451,34,社团,0.9,2026-03-19,初一下
452,34,实践,1.1,2026-05-02,初一下
453,34,实践,5.3,2026-06-28,初一下
454,34,社团,2.6,2026-02-19,初一下
455,35,实践,10.7,2026-06-07,初一下
456,35,实践,1.0,2025-10-19,初一上
457,35,社团,1.9,2026-06-29,初一下
458,35,阅读,0.9,2025-11-09,初一上
459,35,社团,4.7,2026-07-06,初一下
460,35,社团,1.5,2026-06-19,初一下
461,35,体育,0.7,2025-10-02,初一上
462,35,社团,0.7,2026-05-21,初一下
463,35,体育,1.5,2026-03-28,初一下
464,35,阅读,1.7,2026-06-21,初一下
465,36,体育,2.2,2026-05-26,初一下
466,36,体育,3.8,2025-12-25,初一上
467,36,实践,1.2,2025-09-28,初一上
468,36,实践,2.0,2026-03-02,初一下
469,36,社团,1.4,2026-03-26,初一下
470,36,体育,1.1,2025-12-02,初一上
471,36,体育,0.7,2025-11-24,初一上
472,36,实践,1.3,2025-09-23,初一上
473,36,体育,2.2,2025-10-01,初一上
474,36,体育,0.6,2026-05-22,初一下
475,36,实践,0.9,2026-02-20,初一下
476,36,体育,3.5,2026-04-15,初一下
477,36,体育,0.6,2026-03-26,初一下
478,36,阅读,1.8,2025-10-09,初一上
479,36,实践,0.9,2025-10-02,初一上
480,36,体育,2.4,2025-09-22,初一上
481,36,体育,2.9,2025-11-09,初一上
482,36,实践,1.1,2026-04-14,初一下
483,37,实践,1.5,2025-11-07,初一上
484,37,体育,0.8,2025-12-29,初一上
485,37,阅读,2.5,2026-07-05,初一下
486,37,实践,1.8,2025-11-17,初一上
487,37,体育,0.7,2025-10-09,初一上
488,37,体育,0.8,2025-09-30,初一上
489,37,实践,1.0,2026-07-01,初一下
490,37,实践,1.4,2025-10-29,初一上
491,37,社团,3.2,2025-10-26,初一上
492,38,阅读,0.7,2026-04-12,初一下
493,38,阅读,3.9,2026-05-19,初一下
494,38,阅读,3.5,2026-06-11,初一下
495,38,阅读,1.0,2026-05-15,初一下
496,38,体育,5.0,2025-12-16,初一上
497,38,体育,1.3,2025-11-16,初一上
498,38,体育,1.4,2025-10-21,初一上
499,38,体育,1.4,2026-03-26,初一下
500,38,阅读,1.3,2026-05-06,初一下
501,38,社团,0.7,2026-04-04,初一下
502,38,实践,1.1,2025-11-22,初一上
503,38,体育,2.0,2025-11-23,初一上
504,38,社团,2.1,2025-09-18,初一上
505,38,实践,1.1,2026-06-30,初一下
506,38,社团,1.0,2025-09-07,初一上
507,39,体育,1.0,2026-01-15,初一上
508,39,体育,1.4,2026-01-17,初一上
509,39,体育,1.6,2026-05-03,初一下
510,39,体育,3.2,2026-06-24,初一下
511,39,阅读,2.0,2026-03-08,初一下
512,39,体育,0.5,2025-09-15,初一上
513,39,实践,1.2,2026-05-07,初一下
514,39,体育,2.0,2025-09-19,初一上
515,39,实践,3.9,2025-12-09,初一上
516,39,社团,1.0,2026-04-05,初一下
517,39,社团,6.5,2025-12-05,初一上
518,39,社团,0.5,2025-12-11,初一上
519,39,社团,0.6,2025-09-25,初一上
520,40,阅读,1.4,2026-05-06,初一下
521,40,社团,1.4,2026-04-09,初一下
522,40,体育,0.8,2025-09-18,初一上
523,40,实践,2.0,2026-03-12,初一下
524,40,体育,3.4,2025-12-02,初一上
525,40,实践,3.8,2025-10-29,初一上
526,40,体育,4.2,2025-11-10,初一上
527,40,体育,2.3,2026-03-30,初一下
528,40,实践,1.9,2026-06-15,初一下
529,40,体育,0.5,2025-09-24,初一上
530,40,社团,0.7,2025-09-12,初一上
531,40,体育,1.8,2025-11-17,初一上
532,40,体育,0.7,2025-11-15,初一上
533,40,体育,1.4,2026-06-23,初一下
534,40,实践,0.6,2026-07-04,初一下
535,40,阅读,1.0,2026-06-01,初一下
536,40,实践,2.8,2026-01-14,初一上
537,40,社团,0.9,2025-12-31,初一上
538,41,社团,1.6,2025-10-25,初一上
539,41,实践,2.6,2025-10-12,初一上
540,41,实践,1.0,2025-10-18,初一上
541,41,实践,0.9,2025-11-22,初一上
542,41,体育,1.7,2026-02-26,初一下
543,41,社团,0.6,2026-02-19,初一下
544,41,阅读,2.2,2026-06-11,初一下
545,41,社团,0.7,2025-10-01,初一上
546,41,体育,0.6,2026-06-30,初一下
547,41,社团,1.3,2025-12-11,初一上
548,41,实践,1.1,2026-05-06,初一下
549,41,体育,2.9,2026-06-16,初一下
550,41,体育,1.0,2026-04-22,初一下
551,41,实践,1.2,2025-12-27,初一上
552,41,阅读,0.5,2025-10-27,初一上
553,41,体育,0.6,2026-05-25,初一下
554,42,实践,1.6,2025-10-01,初一上
555,42,实践,1.7,2026-01-07,初一上
556,42,社团,1.4,2026-07-03,初一下
557,42,体育,3.2,2026-01-02,初一上
558,42,阅读,0.8,2026-06-08,初一下
559,42,社团,0.7,2025-12-19,初一上
560,42,实践,0.7,2026-04-12,初一下
561,42,体育,0.6,2025-10-21,初一上
562,42,实践,8.9,2025-11-16,初一上
563,42,社团,1.3,2026-06-06,初一下
564,42,体育,1.2,2025-09-10,初一上
565,42,实践,0.6,2026-05-29,初一下
566,42,体育,2.9,2026-02-24,初一下
567,42,阅读,1.5,2026-07-05,初一下
568,43,实践,0.6,2026-05-16,初一下
569,43,体育,7.5,2025-10-10,初一上
570,43,体育,3.3,2026-04-03,初一下
571,43,阅读,2.5,2025-09-08,初一上
572,43,体育,1.2,2026-04-17,初一下
573,43,实践,1.9,2026-03-10,初一下
574,43,社团,3.2,2026-02-20,初一下
575,43,阅读,1.2,2026-04-14,初一下
576,43,阅读,0.5,2026-04-21,初一下
577,43,实践,0.7,2025-09-22,初一上
578,43,体育,1.0,2026-05-13,初一下
579,43,实践,1.2,2026-05-19,初一下
580,43,阅读,2.2,2026-04-23,初一下
581,44,体育,1.0,2026-01-04,初一上
582,44,体育,1.4,2026-06-14,初一下
583,44,阅读,3.0,2026-06-29,初一下
584,44,体育,4.7,2026-06-17,初一下
585,44,体育,3.1,2026-05-20,初一下
586,44,实践,1.4,2025-12-02,初一上
587,44,社团,6.2,2026-03-06,初一下
588,44,实践,0.7,2025-11-19,初一上
589,44,社团,1.8,2026-01-03,初一上
590,44,阅读,1.4,2026-03-06,初一下
591,45,体育,1.2,2025-09-20,初一上
592,45,实践,2.3,2025-10-28,初一上
593,45,实践,2.1,2025-11-25,初一上
594,45,体育,0.5,2026-06-30,初一下
595,45,社团,1.1,2025-11-18,初一上
596,45,社团,1.0,2026-04-03,初一下
597,45,体育,0.8,2025-12-15,初一上
598,45,社团,1.2,2026-06-23,初一下
599,45,社团,0.5,2025-09-20,初一上
600,45,体育,2.2,2026-02-19,初一下
601,45,体育,1.7,2025-09-01,初一上
602,45,阅读,2.3,2026-03-12,初一下
603,45,阅读,2.2,2026-04-21,初一下
604,45,社团,6.1,2026-02-20,初一下
605,45,社团,5.0,2026-03-10,初一下
606,45,社团,2.0,2026-06-19,初一下
607,45,体育,1.3,2026-01-14,初一上
608,46,实践,0.8,2026-06-08,初一下
609,46,社团,0.8,2025-11-08,初一上
610,46,阅读,2.4,2026-06-16,初一下
611,46,阅读,2.7,2025-12-03,初一上
612,46,社团,3.0,2026-06-09,初一下
613,46,体育,2.5,2025-10-11,初一上
614,46,社团,3.5,2026-06-15,初一下
615,46,实践,1.4,2025-10-01,初一上
616,46,阅读,9.6,2025-11-25,初一上
617,46,社团,3.0,2026-03-12,初一下
618,46,体育,2.1,2026-06-23,初一下
619,46,体育,2.0,2025-10-17,初一上
620,46,体育,1.1,2026-02-17,初一下
621,46,体育,1.9,2026-06-26,初一下
622,46,体育,0.9,2026-05-31,初一下
623,46,阅读,0.7,2026-03-04,初一下
624,46,体育,4.3,2026-01-13,初一上
625,46,社团,7.6,2026-06-17,初一下
626,47,实践,4.6,2026-04-27,初一下
627,47,社团,2.1,2026-06-23,初一下
628,47,实践,5.0,2025-10-14,初一上
