id,student_id,subject,semester,dimension,score,grade
50,2,体育,初一上,体育精神,70.7,B
51,2,美术,初一上,艺术素养,89.7,A
52,2,美术,初一上,创作能力,49.4,C
53,2,美术,初一上,审美感知,62.4,B-
54,2,美术,初一上,技法运用,81.2,A-
55,2,美术,初一上,艺术表达,72.2,B
56,2,信息技术,初一上,信息素养,62.8,B-
57,2,信息技术,初一上,编程能力,93.8,A+
58,2,信息技术,初一上,操作技能,82.6,A-
59,2,信息技术,初一上,创新应用,86.1,A-
60,2,信息技术,初一上,数字素养,85.5,A-
61,2,音乐,初一下,音乐素养,86.7,A-
62,2,音乐,初一下,演唱演奏,84.2,A-
63,2,音乐,初一下,节奏感知,88.4,A
64,2,音乐,初一下,欣赏能力,97.0,A+
65,2,音乐,初一下,舞台表现,86.6,A-
66,2,体育,初一下,体能素质,83.6,A-
67,2,体育,初一下,运动技能,96.7,A+
68,2,体育,初一下,协调能力,97.8,A+
69,2,体育,初一下,团队协作,96.8,A+
70,2,体育,初一下,体育精神,78.7,B+
71,2,美术,初一下,艺术素养,69.1,B
72,2,美术,初一下,创作能力,60.7,B-
73,2,美术,初一下,审美感知,70.5,B
74,2,美术,初一下,技法运用,98.0,A+
75,2,美术,初一下,艺术表达,87.3,A
76,2,信息技术,初一下,信息素养,58.9,C+
77,2,信息技术,初一下,编程能力,83.1,A-
78,2,信息技术,初一下,操作技能,83.8,A-
79,2,信息技术,初一下,创新应用,79.4,B+
80,2,信息技术,初一下,数字素养,77.7,B+
81,3,音乐,初一上,音乐素养,98.0,A+
82,3,音乐,初一上,演唱演奏,92.1,A
83,3,音乐,初一上,节奏感知,73.6,B+
84,3,音乐,初一上,欣赏能力,57.6,C+
85,3,音乐,初一上,舞台表现,86.7,A-
86,3,体育,初一上,体能素质,58.4,C+
87,3,体育,初一上,运动技能,63.9,B-
88,3,体育,初一上,协调能力,57.4,C+
89,3,体育,初一上,团队协作,53.9,C+
90,3,体育,初一上,体育精神,50.3,C
91,3,美术,初一上,艺术素养,56.2,C+
92,3,美术,初一上,创作能力,63.3,B-
93,3,美术,初一上,审美感知,61.6,B-
94,3,美术,初一上,技法运用,94.0,A+
95,3,美术,初一上,艺术表达,58.1,C+
96,3,信息技术,初一上,信息素养,56.9,C+
97,3,信息技术,初一上,编程能力,53.6,C+
98,3,信息技术,初一上,操作技能,73.0,B+
99,3,信息技术,初一上,创新应用,53.2,C+
100,3,信息技术,初一上,数字素养,70.1,B
101,3,音乐,初一下,音乐素养,64.9,B-
102,3,音乐,初一下,演唱演奏,50.3,C
103,3,音乐,初一下,节奏感知,57.6,C+
104,3,音乐,初一下,欣赏能力,52.4,C+
105,3,音乐,初一下,舞台表现,57.7,C+
106,3,体育,初一下,体能素质,60.6,B-
107,3,体育,初一下,运动技能,62.3,B-
108,3,体育,初一下,协调能力,75.6,B+
109,3,体育,初一下,团队协作,65.4,B-
110,3,体育,初一下,体育精神,82.1,A-
111,3,美术,初一下,艺术素养,78.6,B+
112,3,美术,初一下,创作能力,80.5,A-
113,3,美术,初一下,审美感知,71.2,B
114,3,美术,初一下,技法运用,98.0,A+
115,3,美术,初一下,艺术表达,63.5,B-
116,3,信息技术,初一下,信息素养,85.1,A-
117,3,信息技术,初一下,编程能力,60.7,B-
118,3,信息技术,初一下,操作技能,79.4,B+
119,3,信息技术,初一下,创新应用,86.2,A-
120,3,信息技术,初一下,数字素养,84.3,A-
121,4,音乐,初一上,音乐素养,53.2,C+
122,4,音乐,初一上,演唱演奏,58.0,C+
123,4,音乐,初一上,节奏感知,50.4,C
124,4,音乐,初一上,欣赏能力,35.1,C-
125,4,音乐,初一上,舞台表现,48.7,C
126,4,体育,初一上,体能素质,58.2,C+
127,4,体育,初一上,运动技能,57.1,C+
128,4,体育,初一上,协调能力,56.6,C+
129,4,体育,初一上,团队协作,73.2,B+
130,4,体育,初一上,体育精神,72.1,B
131,4,美术,初一上,艺术素养,68.6,B
132,4,美术,初一上,创作能力,51.2,C
133,4,美术,初一上,审美感知,55.8,C+
134,4,美术,初一上,技法运用,81.8,A-
135,4,美术,初一上,艺术表达,69.5,B
136,4,信息技术,初一上,信息素养,69.8,B
137,4,信息技术,初一上,编程能力,79.7,B+
138,4,信息技术,初一上,操作技能,67.4,B
139,4,信息技术,初一上,创新应用,87.0,A
140,4,信息技术,初一上,数字素养,70.0,B
141,4,音乐,初一下,音乐素养,75.9,B+
142,4,音乐,初一下,演唱演奏,52.8,C+
143,4,音乐,初一下,节奏感知,56.6,C+
144,4,音乐,初一下,欣赏能力,61.6,B-
145,4,音乐,初一下,舞台表现,58.8,C+
146,4,体育,初一下,体能素质,66.3,B
147,4,体育,初一下,运动技能,49.9,C
148,4,体育,初一下,协调能力,60.5,B-
149,4,体育,初一下,团队协作,62.9,B-
150,4,体育,初一下,体育精神,63.2,B-
151,4,美术,初一下,艺术素养,66.8,B
152,4,美术,初一下,创作能力,72.2,B
153,4,美术,初一下,审美感知,67.8,B
154,4,美术,初一下,技法运用,43.3,C-
155,4,美术,初一下,艺术表达,48.4,C
156,4,信息技术,初一下,信息素养,50.7,C
157,4,信息技术,初一下,编程能力,46.7,C
158,4,信息技术,初一下,操作技能,59.5,B-
159,4,信息技术,初一下,创新应用,71.3,B
160,4,信息技术,初一下,数字素养,68.7,B
161,5,音乐,初一上,音乐素养,79.5,B+
162,5,音乐,初一上,演唱演奏,98.0,A+
163,5,音乐,初一上,节奏感知,93.1,A+
164,5,音乐,初一上,欣赏能力,85.9,A-
165,5,音乐,初一上,舞台表现,81.5,A-
166,5,体育,初一上,体能素质,80.4,A-
167,5,体育,初一上,运动技能,58.9,C+
168,5,体育,初一上,协调能力,72.7,B
169,5,体育,初一上,团队协作,70.1,B
170,5,体育,初一上,体育精神,63.1,B-
171,5,美术,初一上,艺术素养,96.9,A+
172,5,美术,初一上,创作能力,89.7,A
173,5,美术,初一上,审美感知,91.3,A
174,5,美术,初一上,技法运用,77.0,B+
175,5,美术,初一上,艺术表达,76.6,B+
176,5,信息技术,初一上,信息素养,75.4,B+
177,5,信息技术,初一上,编程能力,67.8,B
178,5,信息技术,初一上,操作技能,87.3,A
179,5,信息技术,初一上,创新应用,76.4,B+
180,5,信息技术,初一上,数字素养,83.5,A-
181,5,音乐,初一下,音乐素养,84.4,A-
182,5,音乐,初一下,演唱演奏,78.3,B+
183,5,音乐,初一下,节奏感知,85.1,A-
184,5,音乐,初一下,欣赏能力,81.5,A-
185,5,音乐,初一下,舞台表现,98.0,A+
186,5,体育,初一下,体能素质,66.6,B
187,5,体育,初一下,运动技能,91.4,A
188,5,体育,初一下,协调能力,71.4,B
189,5,体育,初一下,团队协作,84.1,A-
190,5,体育,初一下,体育精神,68.1,B
191,5,美术,初一下,艺术素养,74.1,B+
192,5,美术,初一下,创作能力,81.0,A-
193,5,美术,初一下,审美感知,47.6,C
194,5,美术,初一下,技法运用,74.8,B+
195,5,美术,初一下,艺术表达,75.7,B+
196,5,信息技术,初一下,信息素养,76.0,B+
197,5,信息技术,初一下,编程能力,78.6,B+
198,5,信息技术,初一下,操作技能,87.0,A
199,5,信息技术,初一下,创新应用,85.5,A-
200,5,信息技术,初一下,数字素养,77.9,B+
201,6,音乐,初一上,音乐素养,73.4,B+
202,6,音乐,初一上,演唱演奏,66.5,B
203,6,音乐,初一上,节奏感知,61.0,B-
204,6,音乐,初一上,欣赏能力,58.3,C+
205,6,音乐,初一上,舞台表现,54.2,C+
206,6,体育,初一上,体能素质,75.5,B+
207,6,体育,初一上,运动技能,91.1,A
208,6,体育,初一上,协调能力,93.0,A+
209,6,体育,初一上,团队协作,75.0,B+
210,6,体育,初一上,体育精神,80.2,A-
211,6,美术,初一上,艺术素养,72.4,B
212,6,美术,初一上,创作能力,63.0,B-
213,6,美术,初一上,审美感知,63.5,B-
214,6,美术,初一上,技法运用,51.5,C
215,6,美术,初一上,艺术表达,69.7,B
216,6,信息技术,初一上,信息素养,62.3,B-
217,6,信息技术,初一上,编程能力,82.4,A-
218,6,信息技术,初一上,操作技能,66.7,B
219,6,信息技术,初一上,创新应用,46.3,C
220,6,信息技术,初一上,数字素养,73.0,B+
221,6,音乐,初一下,音乐素养,64.3,B-
222,6,音乐,初一下,演唱演奏,56.7,C+
223,6,音乐,初一下,节奏感知,77.4,B+
224,6,音乐,初一下,欣赏能力,69.3,B
225,6,音乐,初一下,舞台表现,65.1,B-
226,6,体育,初一下,体能素质,60.8,B-
227,6,体育,初一下,运动技能,79.3,B+
228,6,体育,初一下,协调能力,62.6,B-
229,6,体育,初一下,团队协作,73.9,B+
230,6,体育,初一下,体育精神,71.4,B
231,6,美术,初一下,艺术素养,79.6,B+
232,6,美术,初一下,创作能力,65.2,B-
233,6,美术,初一下,审美感知,54.6,C+
234,6,美术,初一下,技法运用,63.4,B-
235,6,美术,初一下,艺术表达,64.1,B-
236,6,信息技术,初一下,信息素养,78.3,B+
237,6,信息技术,初一下,编程能力,59.5,B-
238,6,信息技术,初一下,操作技能,86.4,A-
239,6,信息技术,初一下,创新应用,78.0,B+
240,6,信息技术,初一下,数字素养,77.1,B+
241,7,音乐,初一上,音乐素养,65.9,B-
242,7,音乐,初一上,演唱演奏,69.7,B
243,7,音乐,初一上,节奏感知,76.5,B+
244,7,音乐,初一上,欣赏能力,67.1,B
245,7,音乐,初一上,舞台表现,68.6,B
246,7,体育,初一上,体能素质,61.1,B-
247,7,体育,初一上,运动技能,49.4,C
248,7,体育,初一上,协调能力,58.3,C+
249,7,体育,初一上,团队协作,46.2,C
250,7,体育,初一上,体育精神,61.9,B-
251,7,美术,初一上,艺术素养,56.1,C+
252,7,美术,初一上,创作能力,55.0,C+
253,7,美术,初一上,审美感知,59.8,B-
254,7,美术,初一上,技法运用,50.4,C
255,7,美术,初一上,艺术表达,35.4,C-
256,7,信息技术,初一上,信息素养,72.1,B
257,7,信息技术,初一上,编程能力,80.9,A-
258,7,信息技术,初一上,操作技能,68.5,B
259,7,信息技术,初一上,创新应用,63.1,B-
260,7,信息技术,初一上,数字素养,72.7,B
261,7,音乐,初一下,音乐素养,85.5,A-
262,7,音乐,初一下,演唱演奏,61.8,B-
263,7,音乐,初一下,节奏感知,62.7,B-
264,7,音乐,初一下,欣赏能力,68.5,B
265,7,音乐,初一下,舞台表现,84.7,A-
266,7,体育,初一下,体能素质,52.9,C+
267,7,体育,初一下,运动技能,53.7,C+
268,7,体育,初一下,协调能力,45.3,C
269,7,体育,初一下,团队协作,47.4,C
270,7,体育,初一下,体育精神,61.5,B-
271,7,美术,初一下,艺术素养,63.7,B-
272,7,美术,初一下,创作能力,75.7,B+
273,7,美术,初一下,审美感知,54.3,C+
274,7,美术,初一下,技法运用,63.3,B-
275,7,美术,初一下,艺术表达,73.5,B+
276,7,信息技术,初一下,信息素养,81.9,A-
277,7,信息技术,初一下,编程能力,69.3,B
278,7,信息技术,初一下,操作技能,67.3,B
279,7,信息技术,初一下,创新应用,84.1,A-
280,7,信息技术,初一下,数字素养,77.8,B+
281,8,音乐,初一上,音乐素养,95.3,A+
282,8,音乐,初一上,演唱演奏,73.4,B+
283,8,音乐,初一上,节奏感知,92.4,A
284,8,音乐,初一上,欣赏能力,95.2,A+
285,8,音乐,初一上,舞台表现,95.3,A+
286,8,体育,初一上,体能素质,86.9,A-
287,8,体育,初一上,运动技能,87.5,A
288,8,体育,初一上,协调能力,85.7,A-
289,8,体育,初一上,团队协作,78.9,B+
290,8,体育,初一上,体育精神,71.7,B
291,8,美术,初一上,艺术素养,79.8,B+
292,8,美术,初一上,创作能力,79.7,B+
293,8,美术,初一上,审美感知,67.8,B
294,8,美术,初一上,技法运用,68.7,B
295,8,美术,初一上,艺术表达,93.6,A+
296,8,信息技术,初一上,信息素养,64.6,B-
297,8,信息技术,初一上,编程能力,69.7,B
298,8,信息技术,初一上,操作技能,83.0,A-
299,8,信息技术,初一上,创新应用,67.4,B
300,8,信息技术,初一上,数字素养,70.0,B
301,8,音乐,初一下,音乐素养,98.0,A+
302,8,音乐,初一下,演唱演奏,75.0,B+
303,8,音乐,初一下,节奏感知,77.8,B+
304,8,音乐,初一下,欣赏能力,65.8,B-
305,8,音乐,初一下,舞台表现,98.0,A+
306,8,体育,初一下,体能素质,67.0,B
307,8,体育,初一下,运动技能,81.2,A-
308,8,体育,初一下,协调能力,85.8,A-
309,8,体育,初一下,团队协作,60.0,B-
310,8,体育,初一下,体育精神,80.1,A-
311,8,美术,初一下,艺术素养,93.9,A+
312,8,美术,初一下,创作能力,80.4,A-
313,8,美术,初一下,审美感知,98.0,A+
314,8,美术,初一下,技法运用,88.5,A
315,8,美术,初一下,艺术表达,98.0,A+
316,8,信息技术,初一下,信息素养,93.9,A+
317,8,信息技术,初一下,编程能力,80.5,A-
318,8,信息技术,初一下,操作技能,76.8,B+
319,8,信息技术,初一下,创新应用,64.1,B-
320,8,信息技术,初一下,数字素养,72.4,B
321,9,音乐,初一上,音乐素养,81.8,A-
322,9,音乐,初一上,演唱演奏,47.7,C
323,9,音乐,初一上,节奏感知,66.8,B
324,9,音乐,初一上,欣赏能力,57.2,C+
325,9,音乐,初一上,舞台表现,48.6,C
326,9,体育,初一上,体能素质,47.2,C
327,9,体育,初一上,运动技能,40.6,C-
328,9,体育,初一上,协调能力,62.4,B-
329,9,体育,初一上,团队协作,45.6,C
330,9,体育,初一上,体育精神,39.3,C-
331,9,美术,初一上,艺术素养,70.1,B
332,9,美术,初一上,创作能力,63.6,B-
333,9,美术,初一上,审美感知,62.8,B-
334,9,美术,初一上,技法运用,46.4,C
335,9,美术,初一上,艺术表达,74.2,B+
336,9,信息技术,初一上,信息素养,63.4,B-
337,9,信息技术,初一上,编程能力,77.1,B+
338,9,信息技术,初一上,操作技能,44.4,C-
339,9,信息技术,初一上,创新应用,74.8,B+
340,9,信息技术,初一上,数字素养,62.4,B-
341,9,音乐,初一下,音乐素养,57.3,C+
342,9,音乐,初一下,演唱演奏,62.9,B-
343,9,音乐,初一下,节奏感知,55.6,C+
344,9,音乐,初一下,欣赏能力,52.9,C+
345,9,音乐,初一下,舞台表现,50.4,C
346,9,体育,初一下,体能素质,62.4,B-
347,9,体育,初一下,运动技能,62.4,B-
348,9,体育,初一下,协调能力,58.9,C+
349,9,体育,初一下,团队协作,70.0,B
350,9,体育,初一下,体育精神,69.4,B
351,9,美术,初一下,艺术素养,71.8,B
352,9,美术,初一下,创作能力,78.2,B+
353,9,美术,初一下,审美感知,78.9,B+
354,9,美术,初一下,技法运用,82.4,A-
355,9,美术,初一下,艺术表达,79.2,B+
356,9,信息技术,初一下,信息素养,60.0,B-
357,9,信息技术,初一下,编程能力,66.0,B
358,9,信息技术,初一下,操作技能,57.7,C+
359,9,信息技术,初一下,创新应用,49.8,C
360,9,信息技术,初一下,数字素养,47.5,C
361,10,音乐,初一上,音乐素养,61.1,B-
362,10,音乐,初一上,演唱演奏,41.0,C-
363,10,音乐,初一上,节奏感知,48.7,C
364,10,音乐,初一上,欣赏能力,50.9,C
365,10,音乐,初一上,舞台表现,58.9,C+
366,10,体育,初一上,体能素质,47.6,C
367,10,体育,初一上,运动技能,37.4,C-
368,10,体育,初一上,协调能力,68.9,B
369,10,体育,初一上,团队协作,30.4,C-
370,10,体育,初一上,体育精神,54.4,C+
371,10,美术,初一上,艺术素养,72.3,B
372,10,美术,初一上,创作能力,71.0,B
373,10,美术,初一上,审美感知,77.1,B+
374,10,美术,初一上,技法运用,94.5,A+
375,10,美术,初一上,艺术表达,90.9,A
376,10,信息技术,初一上,信息素养,53.2,C+
377,10,信息技术,初一上,编程能力,65.5,B-
378,10,信息技术,初一上,操作技能,54.3,C+
379,10,信息技术,初一上,创新应用,61.4,B-
380,10,信息技术,初一上,数字素养,80.4,A-
381,10,音乐,初一下,音乐素养,60.0,B-
382,10,音乐,初一下,演唱演奏,72.5,B
383,10,音乐,初一下,节奏感知,85.3,A-
384,10,音乐,初一下,欣赏能力,72.4,B
385,10,音乐,初一下,舞台表现,57.1,C+
386,10,体育,初一下,体能素质,38.2,C-
387,10,体育,初一下,运动技能,81.8,A-
388,10,体育,初一下,协调能力,50.8,C
389,10,体育,初一下,团队协作,36.3,C-
390,10,体育,初一下,体育精神,55.7,C+
391,10,美术,初一下,艺术素养,45.7,C
392,10,美术,初一下,创作能力,68.6,B
393,10,美术,初一下,审美感知,76.5,B+
394,10,美术,初一下,技法运用,67.1,B
395,10,美术,初一下,艺术表达,76.5,B+
396,10,信息技术,初一下,信息素养,71.8,B
397,10,信息技术,初一下,编程能力,59.9,B-
398,10,信息技术,初一下,操作技能,55.2,C+
399,10,信息技术,初一下,创新应用,62.5,B-
400,10,信息技术,初一下,数字素养,62.1,B-
401,11,音乐,初一上,音乐素养,28.4,C-
402,11,音乐,初一上,演唱演奏,32.0,C-
403,11,音乐,初一上,节奏感知,61.8,B-
404,11,音乐,初一上,欣赏能力,53.2,C+
405,11,音乐,初一上,舞台表现,45.8,C
406,11,体育,初一上,体能素质,61.3,B-
407,11,体育,初一上,运动技能,58.4,C+
408,11,体育,初一上,协调能力,45.1,C
409,11,体育,初一上,团队协作,61.3,B-
410,11,体育,初一上,体育精神,64.3,B-
411,11,美术,初一上,艺术素养,61.0,B-
412,11,美术,初一上,创作能力,55.5,C+
413,11,美术,初一上,审美感知,47.5,C
414,11,美术,初一上,技法运用,57.5,C+
415,11,美术,初一上,艺术表达,59.0,B-
416,11,信息技术,初一上,信息素养,57.6,C+
417,11,信息技术,初一上,编程能力,40.6,C-
418,11,信息技术,初一上,操作技能,41.5,C-
419,11,信息技术,初一上,创新应用,45.0,C
420,11,信息技术,初一上,数字素养,43.4,C-
421,11,音乐,初一下,音乐素养,53.7,C+
422,11,音乐,初一下,演唱演奏,55.2,C+
423,11,音乐,初一下,节奏感知,57.2,C+
424,11,音乐,初一下,欣赏能力,62.7,B-
425,11,音乐,初一下,舞台表现,59.0,B-
426,11,体育,初一下,体能素质,42.6,C-
427,11,体育,初一下,运动技能,69.4,B
428,11,体育,初一下,协调能力,55.9,C+
429,11,体育,初一下,团队协作,52.1,C+
430,11,体育,初一下,体育精神,61.8,B-
431,11,美术,初一下,艺术素养,53.4,C+
432,11,美术,初一下,创作能力,62.7,B-
433,11,美术,初一下,审美感知,34.3,C-
434,11,美术,初一下,技法运用,56.3,C+
435,11,美术,初一下,艺术表达,55.9,C+
436,11,信息技术,初一下,信息素养,57.8,C+
437,11,信息技术,初一下,编程能力,36.2,C-
438,11,信息技术,初一下,操作技能,49.0,C
439,11,信息技术,初一下,创新应用,54.4,C+
440,11,信息技术,初一下,数字素养,41.9,C-
441,12,音乐,初一上,音乐素养,90.2,A
442,12,音乐,初一上,演唱演奏,82.8,A-
443,12,音乐,初一上,节奏感知,69.3,B
444,12,音乐,初一上,欣赏能力,82.6,A-
445,12,音乐,初一上,舞台表现,69.8,B
446,12,体育,初一上,体能素质,70.7,B
447,12,体育,初一上,运动技能,98.0,A+
448,12,体育,初一上,协调能力,89.7,A
449,12,体育,初一上,团队协作,76.4,B+
450,12,体育,初一上,体育精神,78.3,B+
451,12,美术,初一上,艺术素养,85.6,A-
452,12,美术,初一上,创作能力,94.2,A+
453,12,美术,初一上,审美感知,78.6,B+
454,12,美术,初一上,技法运用,87.4,A
455,12,美术,初一上,艺术表达,89.7,A
456,12,信息技术,初一上,信息素养,75.1,B+
457,12,信息技术,初一上,编程能力,79.3,B+
458,12,信息技术,初一上,操作技能,80.3,A-
459,12,信息技术,初一上,创新应用,89.0,A
460,12,信息技术,初一上,数字素养,88.6,A
461,12,音乐,初一下,音乐素养,83.2,A-
462,12,音乐,初一下,演唱演奏,93.7,A+
463,12,音乐,初一下,节奏感知,91.6,A
464,12,音乐,初一下,欣赏能力,88.1,A
465,12,音乐,初一下,舞台表现,97.2,A+
466,12,体育,初一下,体能素质,93.4,A+
467,12,体育,初一下,运动技能,89.4,A
468,12,体育,初一下,协调能力,71.1,B
469,12,体育,初一下,团队协作,78.8,B+
470,12,体育,初一下,体育精神,81.6,A-
471,12,美术,初一下,艺术素养,98.0,A+
472,12,美术,初一下,创作能力,71.1,B
473,12,美术,初一下,审美感知,81.0,A-
474,12,美术,初一下,技法运用,65.3,B-
475,12,美术,初一下,艺术表达,73.0,B+
476,12,信息技术,初一下,信息素养,60.8,B-
477,12,信息技术,初一下,编程能力,90.6,A
478,12,信息技术,初一下,操作技能,71.2,B
479,12,信息技术,初一下,创新应用,84.9,A-
480,12,信息技术,初一下,数字素养,73.5,B+
481,13,音乐,初一上,音乐素养,81.8,A-
482,13,音乐,初一上,演唱演奏,53.0,C+
483,13,音乐,初一上,节奏感知,59.6,B-
484,13,音乐,初一上,欣赏能力,44.3,C-
485,13,音乐,初一上,舞台表现,68.4,B
486,13,体育,初一上,体能素质,50.3,C
487,13,体育,初一上,运动技能,58.5,C+
488,13,体育,初一上,协调能力,62.4,B-
489,13,体育,初一上,团队协作,54.8,C+
490,13,体育,初一上,体育精神,54.2,C+
491,13,美术,初一上,艺术素养,57.7,C+
492,13,美术,初一上,创作能力,60.8,B-
493,13,美术,初一上,审美感知,77.2,B+
494,13,美术,初一上,技法运用,82.9,A-
495,13,美术,初一上,艺术表达,79.9,B+
496,13,信息技术,初一上,信息素养,84.3,A-
497,13,信息技术,初一上,编程能力,83.6,A-
498,13,信息技术,初一上,操作技能,73.4,B+
499,13,信息技术,初一上,创新应用,80.4,A-
500,13,信息技术,初一上,数字素养,77.6,B+
501,13,音乐,初一下,音乐素养,54.5,C+
502,13,音乐,初一下,演唱演奏,61.2,B-
503,13,音乐,初一下,节奏感知,51.1,C
504,13,音乐,初一下,欣赏能力,69.0,B
505,13,音乐,初一下,舞台表现,53.1,C+
506,13,体育,初一下,体能素质,85.6,A-
507,13,体育,初一下,运动技能,51.8,C
508,13,体育,初一下,协调能力,49.2,C
509,13,体育,初一下,团队协作,68.0,B
510,13,体育,初一下,体育精神,74.1,B+
511,13,美术,初一下,艺术素养,71.6,B
512,13,美术,初一下,创作能力,71.3,B
513,13,美术,初一下,审美感知,59.4,B-
514,13,美术,初一下,技法运用,62.0,B-
515,13,美术,初一下,艺术表达,46.7,C
516,13,信息技术,初一下,信息素养,75.8,B+
517,13,信息技术,初一下,编程能力,77.8,B+
518,13,信息技术,初一下,操作技能,78.4,B+
519,13,信息技术,初一下,创新应用,60.6,B-
520,13,信息技术,初一下,数字素养,72.5,B
521,14,音乐,初一上,音乐素养,92.1,A
522,14,音乐,初一上,演唱演奏,85.5,A-
523,14,音乐,初一上,节奏感知,94.8,A+
524,14,音乐,初一上,欣赏能力,78.3,B+
525,14,音乐,初一上,舞台表现,98.0,A+
526,14,体育,初一上,体能素质,63.9,B-
527,14,体育,初一上,运动技能,80.7,A-
528,14,体育,初一上,协调能力,90.9,A
529,14,体育,初一上,团队协作,68.8,B
530,14,体育,初一上,体育精神,98.0,A+
531,14,美术,初一上,艺术素养,95.1,A+
532,14,美术,初一上,创作能力,86.2,A-
533,14,美术,初一上,审美感知,96.1,A+
534,14,美术,初一上,技法运用,87.6,A
535,14,美术,初一上,艺术表达,98.0,A+
536,14,信息技术,初一上,信息素养,76.2,B+
537,14,信息技术,初一上,编程能力,86.3,A-
538,14,信息技术,初一上,操作技能,71.2,B
539,14,信息技术,初一上,创新应用,87.9,A
540,14,信息技术,初一上,数字素养,73.0,B+
541,14,音乐,初一下,音乐素养,75.2,B+
542,14,音乐,初一下,演唱演奏,71.3,B
543,14,音乐,初一下,节奏感知,93.7,A+
544,14,音乐,初一下,欣赏能力,76.7,B+
545,14,音乐,初一下,舞台表现,77.9,B+
546,14,体育,初一下,体能素质,88.8,A
547,14,体育,初一下,运动技能,98.0,A+
548,14,体育,初一下,协调能力,78.7,B+
549,14,体育,初一下,团队协作,81.7,A-
550,14,体育,初一下,体育精神,66.6,B
551,14,美术,初一下,艺术素养,64.5,B-
552,14,美术,初一下,创作能力,98.0,A+
553,14,美术,初一下,审美感知,71.6,B
554,14,美术,初一下,技法运用,83.9,A-
555,14,美术,初一下,艺术表达,63.8,B-
556,14,信息技术,初一下,信息素养,82.3,A-
557,14,信息技术,初一下,编程能力,89.2,A
558,14,信息技术,初一下,操作技能,80.9,A-
559,14,信息技术,初一下,创新应用,88.2,A
560,14,信息技术,初一下,数字素养,84.6,A-
561,15,音乐,初一上,音乐素养,87.2,A
562,15,音乐,初一上,演唱演奏,85.2,A-
563,15,音乐,初一上,节奏感知,85.9,A-
564,15,音乐,初一上,欣赏能力,85.2,A-
565,15,音乐,初一上,舞台表现,98.0,A+
566,15,体育,初一上,体能素质,80.4,A-
567,15,体育,初一上,运动技能,50.6,C
568,15,体育,初一上,协调能力,81.3,A-
569,15,体育,初一上,团队协作,65.8,B-
570,15,体育,初一上,体育精神,74.1,B+
571,15,美术,初一上,艺术素养,69.6,B
572,15,美术,初一上,创作能力,92.2,A
573,15,美术,初一上,审美感知,59.8,B-
574,15,美术,初一上,技法运用,71.4,B
575,15,美术,初一上,艺术表达,84.6,A-
576,15,信息技术,初一上,信息素养,69.2,B
577,15,信息技术,初一上,编程能力,61.4,B-
578,15,信息技术,初一上,操作技能,43.9,C-
579,15,信息技术,初一上,创新应用,68.1,B
580,15,信息技术,初一上,数字素养,64.4,B-
581,15,音乐,初一下,音乐素养,58.5,C+
582,15,音乐,初一下,演唱演奏,73.8,B+
583,15,音乐,初一下,节奏感知,39.5,C-
